date,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
2021-05-25,Estonia,EST,2021-05-25,653051.0,446789.0,206262.0,7020.0,8445.0,49.23,33.68,15.55,6366.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-05-26,Estonia,EST,2021-05-26,664462.0,452578.0,211884.0,11411.0,8791.0,50.09,34.12,15.97,6627.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-05-27,Estonia,EST,2021-05-27,680630.0,458319.0,222311.0,16168.0,8998.0,51.31,34.55,16.76,6783.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-05-28,Estonia,EST,2021-05-28,693124.0,463075.0,230049.0,12494.0,8740.0,52.25,34.91,17.34,6589.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-05-29,Estonia,EST,2021-05-29,698335.0,466912.0,231423.0,5211.0,8791.0,52.64,35.2,17.45,6627.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-05-30,Estonia,EST,2021-05-30,702872.0,470444.0,232428.0,4537.0,8906.0,52.99,35.46,17.52,6714.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-05-31,Estonia,EST,2021-05-31,706589.0,472747.0,233842.0,3717.0,8651.0,53.27,35.64,17.63,6521.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-01,Estonia,EST,2021-06-01,715165.0,478500.0,236665.0,8576.0,8873.0,53.91,36.07,17.84,6689.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-02,Estonia,EST,2021-06-02,726153.0,484272.0,241881.0,10988.0,8813.0,54.74,36.51,18.23,6644.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-03,Estonia,EST,2021-06-03,740165.0,490397.0,249768.0,14012.0,8505.0,55.8,36.97,18.83,6411.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-04,Estonia,EST,2021-06-04,751809.0,495432.0,256377.0,11644.0,8384.0,56.67,37.35,19.33,6320.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-05,Estonia,EST,2021-06-05,757012.0,498886.0,258126.0,5203.0,8382.0,57.07,37.61,19.46,6319.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-06,Estonia,EST,2021-06-06,762231.0,500506.0,261725.0,5219.0,8480.0,57.46,37.73,19.73,6393.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-07,Estonia,EST,2021-06-07,768517.0,503487.0,265030.0,6286.0,8847.0,57.93,37.95,19.98,6669.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-08,Estonia,EST,2021-06-08,778106.0,507722.0,270384.0,9589.0,8992.0,58.66,38.27,20.38,6779.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-09,Estonia,EST,2021-06-09,791583.0,512075.0,279508.0,13477.0,9347.0,59.67,38.6,21.07,7046.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-10,Estonia,EST,2021-06-10,806526.0,516409.0,290117.0,14943.0,9480.0,60.8,38.93,21.87,7146.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-11,Estonia,EST,2021-06-11,818417.0,519842.0,298575.0,11891.0,9515.0,61.7,39.19,22.51,7173.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-12,Estonia,EST,2021-06-12,825253.0,522049.0,303204.0,6836.0,9749.0,62.21,39.35,22.86,7349.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-13,Estonia,EST,2021-06-13,829831.0,523741.0,306090.0,4578.0,9657.0,62.56,39.48,23.07,7280.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-14,Estonia,EST,2021-06-14,837598.0,526908.0,310690.0,7767.0,9869.0,63.14,39.72,23.42,7440.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-15,Estonia,EST,2021-06-15,848161.0,530359.0,317802.0,10563.0,10008.0,63.94,39.98,23.96,7544.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-16,Estonia,EST,2021-06-16,861406.0,533288.0,328118.0,13245.0,9975.0,64.94,40.2,24.73,7520.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-17,Estonia,EST,2021-06-17,875534.0,536206.0,339328.0,14128.0,9858.0,66.0,40.42,25.58,7431.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-18,Estonia,EST,2021-06-18,889576.0,540690.0,348886.0,14042.0,10166.0,67.06,40.76,26.3,7664.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-19,Estonia,EST,2021-06-19,895842.0,542318.0,353524.0,6266.0,10084.0,67.53,40.88,26.65,7602.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-20,Estonia,EST,2021-06-20,899891.0,544096.0,355795.0,4049.0,10009.0,67.84,41.02,26.82,7545.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-21,Estonia,EST,2021-06-21,908495.0,546992.0,361503.0,8604.0,10128.0,68.49,41.23,27.25,7635.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-22,Estonia,EST,2021-06-22,914363.0,548823.0,365540.0,5868.0,9457.0,68.93,41.37,27.56,7129.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-23,Estonia,EST,2021-06-23,914489.0,548826.0,365663.0,126.0,7583.0,68.94,41.37,27.57,5716.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-24,Estonia,EST,2021-06-24,914665.0,548862.0,365803.0,176.0,5590.0,68.95,41.38,27.58,4214.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-25,Estonia,EST,2021-06-25,922311.0,550877.0,371434.0,7646.0,4676.0,69.53,41.53,28.0,3525.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-26,Estonia,EST,2021-06-26,926769.0,552027.0,374742.0,4458.0,4418.0,69.86,41.61,28.25,3330.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-27,Estonia,EST,2021-06-27,931196.0,553250.0,377946.0,4427.0,4472.0,70.2,41.71,28.49,3371.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-28,Estonia,EST,2021-06-28,938685.0,555180.0,383505.0,7489.0,4313.0,70.76,41.85,28.91,3251.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-29,Estonia,EST,2021-06-29,947101.0,557368.0,389733.0,8416.0,4677.0,71.4,42.02,29.38,3526.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-06-30,Estonia,EST,2021-06-30,955963.0,559800.0,396163.0,8862.0,5925.0,72.06,42.2,29.86,4467.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-07-01,Estonia,EST,2021-07-01,963354.0,562195.0,401159.0,7391.0,6956.0,72.62,42.38,30.24,5244.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-07-02,Estonia,EST,2021-07-02,970759.0,564541.0,406218.0,7405.0,6921.0,73.18,42.56,30.62,5217.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-07-03,Estonia,EST,2021-07-03,975788.0,565884.0,409904.0,5029.0,7003.0,73.56,42.66,30.9,5279.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-07-04,Estonia,EST,2021-07-04,981318.0,567240.0,414078.0,5530.0,7160.0,73.98,42.76,31.21,5398.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-07-05,Estonia,EST,2021-07-05,985938.0,569778.0,416160.0,4620.0,6750.0,74.32,42.95,31.37,5088.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2021-07-06,Estonia,EST,2021-07-06,994283.0,572359.0,421924.0,8345.0,6740.0,74.95,43.15,31.81,5081.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://opendata.digilugu.ee
2020-12-31,Finland,FIN,2020-12-31,1767.0,,,,,0.03,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-01,Finland,FIN,2021-01-01,,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-02,Finland,FIN,2021-01-02,,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-03,Finland,FIN,2021-01-03,,,,,459.0,,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-04,Finland,FIN,2021-01-04,3604.0,,,,459.0,0.07,,,83.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-05,Finland,FIN,2021-01-05,5445.0,,,1841.0,736.0,0.1,,,133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-06,Finland,FIN,2021-01-06,,,,,839.0,,,,151.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-07,Finland,FIN,2021-01-07,8155.0,,,,913.0,0.15,,,165.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-08,Finland,FIN,2021-01-08,11135.0,,,2980.0,1273.0,0.2,,,230.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-09,Finland,FIN,2021-01-09,,,,,1353.0,,,,244.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-10,Finland,FIN,2021-01-10,,,,,1433.0,,,,259.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-11,Finland,FIN,2021-01-11,14196.0,,,,1513.0,0.26,,,273.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-12,Finland,FIN,2021-01-12,17617.0,,,3421.0,1739.0,0.32,,,314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-13,Finland,FIN,2021-01-13,23126.0,,,5509.0,2332.0,0.42,,,421.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-14,Finland,FIN,2021-01-14,33033.0,,,9907.0,3554.0,0.6,,,641.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-15,Finland,FIN,2021-01-15,43143.0,,,10110.0,4573.0,0.78,,,825.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-16,Finland,FIN,2021-01-16,,,,,4971.0,,,,897.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-17,Finland,FIN,2021-01-17,,,,,5369.0,,,,969.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-18,Finland,FIN,2021-01-18,54568.0,,,,5767.0,0.98,,,1041.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-19,Finland,FIN,2021-01-19,55824.0,,,1256.0,5458.0,1.01,,,985.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-20,Finland,FIN,2021-01-20,62061.0,,,6237.0,5562.0,1.12,,,1004.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-21,Finland,FIN,2021-01-21,78300.0,,,16239.0,6467.0,1.41,,,1167.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-22,Finland,FIN,2021-01-22,91260.0,,,12960.0,6874.0,1.65,,,1241.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-23,Finland,FIN,2021-01-23,,,,,7253.0,,,,1309.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-24,Finland,FIN,2021-01-24,,,,,7633.0,,,,1378.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-25,Finland,FIN,2021-01-25,110651.0,106098.0,4553.0,,8012.0,2.0,1.91,0.08,1446.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-26,Finland,FIN,2021-01-26,117007.0,110047.0,6960.0,6356.0,8740.0,2.11,1.99,0.13,1577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-27,Finland,FIN,2021-01-27,126910.0,117555.0,9355.0,9903.0,9264.0,2.29,2.12,0.17,1672.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-28,Finland,FIN,2021-01-28,138323.0,127783.0,10540.0,11413.0,8575.0,2.5,2.31,0.19,1548.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-29,Finland,FIN,2021-01-29,151790.0,137551.0,14239.0,13467.0,8647.0,2.74,2.48,0.26,1561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-30,Finland,FIN,2021-01-30,162277.0,144520.0,17757.0,10487.0,9222.0,2.93,2.61,0.32,1664.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-01-31,Finland,FIN,2021-01-31,,,,,8404.0,,,,1517.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-01,Finland,FIN,2021-02-01,163760.0,145557.0,18203.0,,7587.0,2.96,2.63,0.33,1369.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-02,Finland,FIN,2021-02-02,163973.0,145770.0,18203.0,213.0,6709.0,2.96,2.63,0.33,1211.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-03,Finland,FIN,2021-02-03,173372.0,149951.0,23421.0,9399.0,6637.0,3.13,2.71,0.42,1198.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-04,Finland,FIN,2021-02-04,193917.0,159624.0,34293.0,20545.0,7942.0,3.5,2.88,0.62,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-05,Finland,FIN,2021-02-05,207303.0,164636.0,42667.0,13386.0,7930.0,3.74,2.97,0.77,1431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-06,Finland,FIN,2021-02-06,217844.0,169194.0,48650.0,10541.0,7938.0,3.93,3.05,0.88,1433.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-07,Finland,FIN,2021-02-07,220116.0,170335.0,49781.0,2272.0,8157.0,3.97,3.07,0.9,1472.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-08,Finland,FIN,2021-02-08,220636.0,170641.0,49995.0,520.0,8125.0,3.98,3.08,0.9,1466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-09,Finland,FIN,2021-02-09,227427.0,173558.0,53869.0,6791.0,9065.0,4.1,3.13,0.97,1636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-10,Finland,FIN,2021-02-10,233775.0,178005.0,55770.0,6348.0,8629.0,4.22,3.21,1.01,1557.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-11,Finland,FIN,2021-02-11,247536.0,187384.0,60152.0,13761.0,7660.0,4.47,3.38,1.09,1382.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-12,Finland,FIN,2021-02-12,261342.0,197540.0,63802.0,13806.0,7720.0,4.72,3.57,1.15,1393.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-13,Finland,FIN,2021-02-13,273115.0,206283.0,66832.0,11773.0,7896.0,4.93,3.72,1.21,1425.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-14,Finland,FIN,2021-02-14,276469.0,209510.0,66959.0,3354.0,8050.0,4.99,3.78,1.21,1453.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-15,Finland,FIN,2021-02-15,277186.0,210194.0,66992.0,717.0,8079.0,5.0,3.79,1.21,1458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
2021-02-16,Finland,FIN,2021-02-16,283926.0,216463.0,67463.0,6740.0,8071.0,5.12,3.91,1.22,1457.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov?column=measure-533185.533172.433796.533175&row=cov_vac_dose-533174L
