,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,date,country,iso_code,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
140,2021-03-08,8,3,2021,382,28,Slovenia,SI,SVN,2095861,Europe,2021-03-08,Slovenia,SVN,212603.0,148102.0,64501.0,1804.0,4992.0,10.23,7.12,3.1,2401.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
141,2021-03-09,9,3,2021,213,0,Slovenia,SI,SVN,2095861,Europe,2021-03-09,Slovenia,SVN,216784.0,151788.0,64996.0,4181.0,5279.0,10.43,7.3,3.13,2539.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
142,2021-03-10,10,3,2021,741,0,Slovenia,SI,SVN,2095861,Europe,2021-03-10,Slovenia,SVN,226386.0,156466.0,69920.0,9602.0,5588.0,10.89,7.53,3.36,2688.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
143,2021-03-11,11,3,2021,952,11,Slovenia,SI,SVN,2095861,Europe,2021-03-11,Slovenia,SVN,240345.0,162575.0,77770.0,13959.0,5969.0,11.56,7.82,3.74,2871.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
144,2021-03-12,12,3,2021,860,17,Slovenia,SI,SVN,2095861,Europe,2021-03-12,Slovenia,SVN,253838.0,170957.0,82881.0,13493.0,6426.0,12.21,8.22,3.99,3091.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
145,2021-03-13,13,3,2021,768,8,Slovenia,SI,SVN,2095861,Europe,2021-03-13,Slovenia,SVN,262175.0,177134.0,85041.0,8337.0,7339.0,12.61,8.52,4.09,3530.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
146,2021-03-14,14,3,2021,852,10,Slovenia,SI,SVN,2095861,Europe,2021-03-14,Slovenia,SVN,262176.0,177135.0,85041.0,1.0,7340.0,12.61,8.52,4.09,3531.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
147,2021-03-15,15,3,2021,521,3,Slovenia,SI,SVN,2095861,Europe,2021-03-15,Slovenia,SVN,263804.0,178470.0,85334.0,1628.0,7314.0,12.69,8.58,4.1,3518.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
148,2021-03-16,16,3,2021,204,2,Slovenia,SI,SVN,2095861,Europe,2021-03-16,Slovenia,SVN,264855.0,178740.0,86115.0,1051.0,6867.0,12.74,8.6,4.14,3303.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
149,2021-03-17,17,3,2021,882,0,Slovenia,SI,SVN,2095861,Europe,2021-03-17,Slovenia,SVN,270995.0,179195.0,91800.0,6140.0,6373.0,13.04,8.62,4.42,3066.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
150,2021-03-18,18,3,2021,1111,4,Slovenia,SI,SVN,2095861,Europe,2021-03-18,Slovenia,SVN,281070.0,180880.0,100190.0,10075.0,5818.0,13.52,8.7,4.82,2799.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
151,2021-03-19,19,3,2021,973,15,Slovenia,SI,SVN,2095861,Europe,2021-03-19,Slovenia,SVN,288540.0,183878.0,104662.0,7470.0,4957.0,13.88,8.84,5.03,2384.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
152,2021-03-20,20,3,2021,934,12,Slovenia,SI,SVN,2095861,Europe,2021-03-20,Slovenia,SVN,292775.0,187934.0,104841.0,4235.0,4371.0,14.08,9.04,5.04,2103.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
153,2021-03-21,21,3,2021,1031,7,Slovenia,SI,SVN,2095861,Europe,2021-03-21,Slovenia,SVN,292775.0,187934.0,104841.0,0.0,4371.0,14.08,9.04,5.04,2103.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
154,2021-03-22,22,3,2021,517,1,Slovenia,SI,SVN,2095861,Europe,2021-03-22,Slovenia,SVN,293904.0,189054.0,104850.0,1129.0,4300.0,14.14,9.09,5.04,2068.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
155,2021-03-23,23,3,2021,290,0,Slovenia,SI,SVN,2095861,Europe,2021-03-23,Slovenia,SVN,298151.0,192989.0,105162.0,4247.0,4757.0,14.34,9.28,5.06,2288.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
156,2021-03-24,24,3,2021,983,6,Slovenia,SI,SVN,2095861,Europe,2021-03-24,Slovenia,SVN,308068.0,200326.0,107742.0,9917.0,5296.0,14.82,9.64,5.18,2547.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
157,2021-03-25,25,3,2021,1289,15,Slovenia,SI,SVN,2095861,Europe,2021-03-25,Slovenia,SVN,322455.0,212187.0,110268.0,14387.0,5912.0,15.51,10.21,5.3,2844.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
158,2021-03-26,26,3,2021,1164,8,Slovenia,SI,SVN,2095861,Europe,2021-03-26,Slovenia,SVN,338439.0,225889.0,112550.0,15984.0,7128.0,16.28,10.87,5.41,3429.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
159,2021-03-27,27,3,2021,1034,8,Slovenia,SI,SVN,2095861,Europe,2021-03-27,Slovenia,SVN,345683.0,232640.0,113043.0,7244.0,7558.0,16.63,11.19,5.44,3636.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
160,2021-03-28,28,3,2021,1251,11,Slovenia,SI,SVN,2095861,Europe,2021-03-28,Slovenia,SVN,346944.0,233898.0,113046.0,1261.0,7738.0,16.69,11.25,5.44,3722.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
161,2021-03-29,29,3,2021,641,3,Slovenia,SI,SVN,2095861,Europe,2021-03-29,Slovenia,SVN,348076.0,235023.0,113053.0,1132.0,7739.0,16.74,11.3,5.44,3723.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
162,2021-03-30,30,3,2021,286,1,Slovenia,SI,SVN,2095861,Europe,2021-03-30,Slovenia,SVN,355943.0,242573.0,113370.0,7867.0,8256.0,17.12,11.67,5.45,3971.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
163,2021-03-31,31,3,2021,1079,8,Slovenia,SI,SVN,2095861,Europe,2021-03-31,Slovenia,SVN,370570.0,255894.0,114676.0,14627.0,8929.0,17.83,12.31,5.52,4295.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
164,2021-04-01,1,4,2021,1560,10,Slovenia,SI,SVN,2095861,Europe,2021-04-01,Slovenia,SVN,389911.0,272574.0,117337.0,19341.0,9637.0,18.76,13.11,5.64,4636.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
165,2021-04-02,2,4,2021,1341,14,Slovenia,SI,SVN,2095861,Europe,2021-04-02,Slovenia,SVN,401836.0,282411.0,119425.0,11925.0,9057.0,19.33,13.58,5.74,4357.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
166,2021-04-03,3,4,2021,1179,18,Slovenia,SI,SVN,2095861,Europe,2021-04-03,Slovenia,SVN,404846.0,285402.0,119444.0,3010.0,8452.0,19.47,13.73,5.75,4066.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
167,2021-04-04,4,4,2021,1297,4,Slovenia,SI,SVN,2095861,Europe,2021-04-04,Slovenia,SVN,406439.0,286993.0,119446.0,1593.0,8499.0,19.55,13.8,5.75,4088.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
168,2021-04-05,5,4,2021,721,3,Slovenia,SI,SVN,2095861,Europe,2021-04-05,Slovenia,SVN,406439.0,286993.0,119446.0,0.0,8338.0,19.55,13.8,5.75,4011.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
169,2021-04-06,6,4,2021,283,1,Slovenia,SI,SVN,2095861,Europe,2021-04-06,Slovenia,SVN,409249.0,289443.0,119806.0,2810.0,7615.0,19.69,13.92,5.76,3663.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
170,2021-04-07,7,4,2021,276,0,Slovenia,SI,SVN,2095861,Europe,2021-04-07,Slovenia,SVN,415401.0,295575.0,119826.0,6152.0,6404.0,19.98,14.22,5.76,3080.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
171,2021-04-08,8,4,2021,1188,6,Slovenia,SI,SVN,2095861,Europe,2021-04-08,Slovenia,SVN,430764.0,310288.0,120476.0,15363.0,5836.0,20.72,14.93,5.8,2807.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
172,2021-04-09,9,4,2021,1531,16,Slovenia,SI,SVN,2095861,Europe,2021-04-09,Slovenia,SVN,450924.0,328763.0,122161.0,20160.0,7013.0,21.69,15.81,5.88,3373.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
173,2021-04-10,10,4,2021,1279,16,Slovenia,SI,SVN,2095861,Europe,2021-04-10,Slovenia,SVN,460105.0,337815.0,122290.0,9181.0,7894.0,22.13,16.25,5.88,3797.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
174,2021-04-11,11,4,2021,1251,0,Slovenia,SI,SVN,2095861,Europe,2021-04-11,Slovenia,SVN,461727.0,339424.0,122303.0,1622.0,7898.0,22.21,16.33,5.88,3799.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
175,2021-04-12,12,4,2021,549,1,Slovenia,SI,SVN,2095861,Europe,2021-04-12,Slovenia,SVN,463582.0,341076.0,122506.0,1855.0,8163.0,22.3,16.41,5.89,3927.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
176,2021-04-13,13,4,2021,288,3,Slovenia,SI,SVN,2095861,Europe,2021-04-13,Slovenia,SVN,467382.0,344152.0,123230.0,3800.0,8305.0,22.48,16.55,5.93,3995.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
177,2021-04-14,14,4,2021,1051,5,Slovenia,SI,SVN,2095861,Europe,2021-04-14,Slovenia,SVN,478993.0,351933.0,127060.0,11611.0,9085.0,23.04,16.93,6.11,4370.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
178,2021-04-15,15,4,2021,1238,0,Slovenia,SI,SVN,2095861,Europe,2021-04-15,Slovenia,SVN,498380.0,361381.0,136999.0,19387.0,9659.0,23.97,17.38,6.59,4646.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
179,2021-04-16,16,4,2021,890,1,Slovenia,SI,SVN,2095861,Europe,2021-04-16,Slovenia,SVN,512459.0,369802.0,142657.0,14079.0,8791.0,24.65,17.79,6.86,4229.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
180,2021-04-17,17,4,2021,862,1,Slovenia,SI,SVN,2095861,Europe,2021-04-17,Slovenia,SVN,518603.0,372309.0,146294.0,6144.0,8357.0,24.95,17.91,7.04,4020.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
181,2021-04-18,18,4,2021,765,39,Slovenia,SI,SVN,2095861,Europe,2021-04-18,Slovenia,SVN,519883.0,373582.0,146301.0,1280.0,8308.0,25.01,17.97,7.04,3996.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
182,2021-04-19,19,4,2021,484,4,Slovenia,SI,SVN,2095861,Europe,2021-04-19,Slovenia,SVN,522581.0,375907.0,146674.0,2698.0,8428.0,25.14,18.08,7.06,4054.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
183,2021-04-20,20,4,2021,236,0,Slovenia,SI,SVN,2095861,Europe,2021-04-20,Slovenia,SVN,529250.0,381121.0,148129.0,6669.0,8838.0,25.46,18.33,7.13,4251.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
184,2021-04-21,21,4,2021,720,13,Slovenia,SI,SVN,2095861,Europe,2021-04-21,Slovenia,SVN,546043.0,388861.0,157182.0,16793.0,9579.0,26.27,18.7,7.56,4608.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
185,2021-04-22,22,4,2021,1035,5,Slovenia,SI,SVN,2095861,Europe,2021-04-22,Slovenia,SVN,565944.0,396991.0,168953.0,19901.0,9652.0,27.22,19.1,8.13,4643.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
186,2021-04-23,23,4,2021,743,12,Slovenia,SI,SVN,2095861,Europe,2021-04-23,Slovenia,SVN,583527.0,407829.0,175698.0,17583.0,10153.0,28.07,19.62,8.45,4884.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
187,2021-04-24,24,4,2021,1802,26,Slovenia,SI,SVN,2095861,Europe,2021-04-24,Slovenia,SVN,586457.0,410334.0,176123.0,2930.0,9693.0,28.21,19.74,8.47,4662.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
188,2021-04-25,25,4,2021,415,4,Slovenia,SI,SVN,2095861,Europe,2021-04-25,Slovenia,SVN,587133.0,410993.0,176140.0,676.0,9607.0,28.24,19.77,8.47,4621.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
189,2021-04-26,26,4,2021,0,0,Slovenia,SI,SVN,2095861,Europe,2021-04-26,Slovenia,SVN,587519.0,411372.0,176147.0,386.0,9277.0,28.26,19.79,8.47,4462.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
190,2021-04-27,27,4,2021,191,0,Slovenia,SI,SVN,2095861,Europe,2021-04-27,Slovenia,SVN,587985.0,411833.0,176152.0,466.0,8391.0,28.28,19.81,8.47,4036.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
191,2021-04-28,28,4,2021,804,4,Slovenia,SI,SVN,2095861,Europe,2021-04-28,Slovenia,SVN,595818.0,415042.0,180776.0,7833.0,7111.0,28.66,19.96,8.7,3421.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
192,2021-04-29,29,4,2021,398,5,Slovenia,SI,SVN,2095861,Europe,2021-04-29,Slovenia,SVN,614760.0,420995.0,193765.0,18942.0,6974.0,29.57,20.25,9.32,3355.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
193,2021-04-30,30,4,2021,922,0,Slovenia,SI,SVN,2095861,Europe,2021-04-30,Slovenia,SVN,635555.0,427195.0,208360.0,20795.0,7433.0,30.57,20.55,10.02,3575.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
194,2021-05-01,1,5,2021,949,22,Slovenia,SI,SVN,2095861,Europe,2021-05-01,Slovenia,SVN,642504.0,428247.0,214257.0,6949.0,8007.0,30.91,20.6,10.31,3851.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
195,2021-05-02,2,5,2021,1018,7,Slovenia,SI,SVN,2095861,Europe,2021-05-02,Slovenia,SVN,645942.0,429536.0,216406.0,3438.0,8401.0,31.07,20.66,10.41,4041.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
196,2021-05-03,3,5,2021,363,9,Slovenia,SI,SVN,2095861,Europe,2021-05-03,Slovenia,SVN,653434.0,434228.0,219206.0,7492.0,9416.0,31.43,20.89,10.54,4529.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
197,2021-05-04,4,5,2021,210,1,Slovenia,SI,SVN,2095861,Europe,2021-05-04,Slovenia,SVN,663245.0,441407.0,221838.0,9811.0,10751.0,31.9,21.23,10.67,5171.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
198,2021-05-05,5,5,2021,907,2,Slovenia,SI,SVN,2095861,Europe,2021-05-05,Slovenia,SVN,680657.0,451153.0,229504.0,17412.0,12120.0,32.74,21.7,11.04,5830.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
199,2021-05-06,6,5,2021,931,8,Slovenia,SI,SVN,2095861,Europe,2021-05-06,Slovenia,SVN,707372.0,466116.0,241256.0,26715.0,13230.0,34.03,22.42,11.6,6364.0,"Oxford/AstraZeneca, Pfizer/BioNTech",National Institute of Public Health via Sledilnik,https://covid-19.sledilnik.org/en/stats
200,2021-03-01,1,3,2021,308083,7189,Slovakia,SK,SVK,5457873,Europe,2021-03-01,Slovakia,SVK,466036.0,323145.0,142891.0,15137.0,11451.0,8.54,5.92,2.62,2097.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
201,2021-03-02,2,3,2021,842,81,Slovakia,SK,SVK,5457873,Europe,2021-03-02,Slovakia,SVK,481308.0,328735.0,152573.0,15272.0,11817.0,8.82,6.02,2.79,2164.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
202,2021-03-03,3,3,2021,2077,118,Slovakia,SK,SVK,5457873,Europe,2021-03-03,Slovakia,SVK,494641.0,332970.0,161671.0,13333.0,11869.0,9.06,6.1,2.96,2174.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
203,2021-03-04,4,3,2021,3357,101,Slovakia,SK,SVK,5457873,Europe,2021-03-04,Slovakia,SVK,507693.0,337340.0,170353.0,13052.0,12150.0,9.3,6.18,3.12,2225.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
204,2021-03-05,5,3,2021,2800,71,Slovakia,SK,SVK,5457873,Europe,2021-03-05,Slovakia,SVK,520484.0,342905.0,177579.0,12791.0,12123.0,9.53,6.28,3.25,2220.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
205,2021-03-06,6,3,2021,2423,105,Slovakia,SK,SVK,5457873,Europe,2021-03-06,Slovakia,SVK,541336.0,361699.0,179637.0,20852.0,13715.0,9.92,6.62,3.29,2512.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
206,2021-03-07,7,3,2021,2522,74,Slovakia,SK,SVK,5457873,Europe,2021-03-07,Slovakia,SVK,553977.0,374148.0,179829.0,12641.0,14725.0,10.15,6.85,3.29,2697.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
207,2021-03-08,8,3,2021,1286,97,Slovakia,SK,SVK,5457873,Europe,2021-03-08,Slovakia,SVK,567778.0,379293.0,188485.0,13801.0,14535.0,10.4,6.95,3.45,2662.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
208,2021-03-09,9,3,2021,396,85,Slovakia,SK,SVK,5457873,Europe,2021-03-09,Slovakia,SVK,577784.0,382522.0,195262.0,10006.0,13782.0,10.58,7.01,3.58,2524.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
209,2021-03-10,10,3,2021,2207,116,Slovakia,SK,SVK,5457873,Europe,2021-03-10,Slovakia,SVK,588532.0,386512.0,202020.0,10748.0,13413.0,10.78,7.08,3.7,2457.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
210,2021-03-11,11,3,2021,3600,109,Slovakia,SK,SVK,5457873,Europe,2021-03-11,Slovakia,SVK,606907.0,397908.0,208999.0,18375.0,14173.0,11.12,7.29,3.83,2596.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
211,2021-03-12,12,3,2021,1978,98,Slovakia,SK,SVK,5457873,Europe,2021-03-12,Slovakia,SVK,626800.0,411583.0,215217.0,19893.0,15188.0,11.48,7.54,3.94,2782.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
212,2021-03-13,13,3,2021,2301,102,Slovakia,SK,SVK,5457873,Europe,2021-03-13,Slovakia,SVK,650549.0,433200.0,217349.0,23749.0,15602.0,11.92,7.93,3.98,2858.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
213,2021-03-14,14,3,2021,2362,94,Slovakia,SK,SVK,5457873,Europe,2021-03-14,Slovakia,SVK,666960.0,449435.0,217525.0,16411.0,16140.0,12.22,8.23,3.98,2956.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
214,2021-03-15,15,3,2021,1269,88,Slovakia,SK,SVK,5457873,Europe,2021-03-15,Slovakia,SVK,685239.0,463847.0,221392.0,18279.0,16780.0,12.55,8.5,4.06,3073.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
215,2021-03-16,16,3,2021,457,77,Slovakia,SK,SVK,5457873,Europe,2021-03-16,Slovakia,SVK,704772.0,479847.0,224925.0,19533.0,18141.0,12.91,8.79,4.12,3323.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
216,2021-03-17,17,3,2021,1578,64,Slovakia,SK,SVK,5457873,Europe,2021-03-17,Slovakia,SVK,724504.0,495788.0,228716.0,19732.0,19425.0,13.27,9.08,4.19,3558.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
217,2021-03-18,18,3,2021,2892,69,Slovakia,SK,SVK,5457873,Europe,2021-03-18,Slovakia,SVK,745552.0,512968.0,232584.0,21048.0,19806.0,13.66,9.4,4.26,3628.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
218,2021-03-19,19,3,2021,2040,76,Slovakia,SK,SVK,5457873,Europe,2021-03-19,Slovakia,SVK,765148.0,526396.0,238752.0,19596.0,19764.0,14.01,9.64,4.37,3620.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
219,2021-03-20,20,3,2021,1679,80,Slovakia,SK,SVK,5457873,Europe,2021-03-20,Slovakia,SVK,785324.0,544975.0,240349.0,20176.0,19254.0,14.38,9.98,4.4,3527.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
220,2021-03-21,21,3,2021,1795,84,Slovakia,SK,SVK,5457873,Europe,2021-03-21,Slovakia,SVK,801404.0,560298.0,241106.0,16080.0,19206.0,14.68,10.26,4.42,3518.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
221,2021-03-22,22,3,2021,925,66,Slovakia,SK,SVK,5457873,Europe,2021-03-22,Slovakia,SVK,823313.0,578887.0,244426.0,21909.0,19725.0,15.08,10.6,4.48,3613.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
222,2021-03-23,23,3,2021,401,60,Slovakia,SK,SVK,5457873,Europe,2021-03-23,Slovakia,SVK,846191.0,597188.0,249003.0,22878.0,20203.0,15.5,10.94,4.56,3700.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
223,2021-03-24,24,3,2021,1281,86,Slovakia,SK,SVK,5457873,Europe,2021-03-24,Slovakia,SVK,868615.0,615520.0,253095.0,22424.0,20587.0,15.91,11.27,4.64,3771.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
224,2021-03-25,25,3,2021,1977,71,Slovakia,SK,SVK,5457873,Europe,2021-03-25,Slovakia,SVK,888368.0,632291.0,256077.0,19753.0,20402.0,16.27,11.58,4.69,3737.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
225,2021-03-26,26,3,2021,1654,52,Slovakia,SK,SVK,5457873,Europe,2021-03-26,Slovakia,SVK,908047.0,649971.0,258076.0,19679.0,20414.0,16.63,11.91,4.73,3739.0,Pfizer/BioNTech,Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data
